good.bad  checking  duration  history  purpose  amount  savings  employed  installp  martial  coapp  resident  property  age  other  housing  existcr  job  depends  telephon  foreign
1 2 9.00 3 9 1391.00 1 3 2.00 4 1 1.00 1 27.00 1 2 1.00 3 1.00 2 1 
2 2 36.00 1 9 1953.00 1 5 4.00 3 1 4.00 4 61.00 3 3 1.00 4 1.00 2 1 
1 4 12.00 3 4 2171.00 1 2 2.00 2 1 2.00 3 29.00 1 2 1.00 3 1.00 1 1 
1 4 36.00 3 2 8133.00 1 3 1.00 2 1 2.00 2 30.00 1 2 1.00 3 1.00 1 1 
1 2 30.00 3 3 3832.00 1 2 2.00 4 1 1.00 2 22.00 3 2 1.00 3 1.00 1 1 
1 4 15.00 3 4 1213.00 3 5 4.00 3 1 3.00 2 47.00 2 2 1.00 3 1.00 2 1 
1 4 18.00 3 9 1568.00 2 3 3.00 2 1 4.00 2 24.00 3 1 1.00 2 1.00 1 1 
1 4 12.00 5 9 1412.00 1 3 4.00 2 3 2.00 1 29.00 3 2 2.00 4 1.00 2 1 
1 2 12.00 3 1 1318.00 4 5 4.00 3 1 4.00 1 54.00 3 2 1.00 3 1.00 2 1 
1 2 36.00 5 4 2337.00 1 5 4.00 3 1 4.00 1 36.00 3 2 1.00 3 1.00 1 1 
1 4 24.00 3 1 1469.00 2 5 4.00 4 1 4.00 1 41.00 3 1 1.00 2 1.00 1 1 
1 2 36.00 3 4 2323.00 1 4 4.00 3 1 4.00 3 24.00 3 1 1.00 3 1.00 1 1 
1 2 12.00 3 1 6078.00 1 4 2.00 3 1 2.00 3 32.00 3 2 1.00 3 1.00 1 1 
1 2 14.00 3 9 1410.00 3 5 1.00 4 1 2.00 1 35.00 3 2 1.00 3 1.00 2 1 
1 3 10.00 5 1 781.00 1 5 4.00 3 1 4.00 4 63.00 3 3 2.00 3 1.00 2 1 
1 2 15.00 5 4 2728.00 5 4 4.00 3 3 2.00 1 35.00 1 2 3.00 3 1.00 2 1 
1 3 6.00 3 1 709.00 4 2 2.00 4 1 2.00 1 27.00 3 2 1.00 1 1.00 1 2 
1 1 6.00 5 1 860.00 1 5 1.00 2 1 4.00 4 39.00 3 2 2.00 3 1.00 2 1 
1 1 36.00 5 3 5371.00 1 3 3.00 3 3 2.00 2 28.00 3 2 2.00 3 1.00 1 1 
1 4 6.00 3 4 1346.00 2 5 2.00 3 1 4.00 4 42.00 1 3 1.00 3 2.00 2 1 
1 4 18.00 5 1 1055.00 1 2 4.00 2 1 1.00 2 30.00 3 2 2.00 3 1.00 1 1 
1 4 6.00 3 3 2978.00 3 3 1.00 3 1 2.00 3 32.00 3 2 1.00 3 1.00 2 1 
2 1 18.00 3 3 1131.00 1 1 4.00 2 1 2.00 3 33.00 3 2 1.00 3 1.00 1 1 
1 2 11.00 3 3 1577.00 4 2 4.00 2 1 1.00 1 20.00 3 2 1.00 3 1.00 1 1 
2 2 24.00 5 9 1935.00 1 5 4.00 1 1 4.00 1 31.00 3 2 2.00 3 1.00 2 1 
2 1 21.00 4 7 3414.00 1 2 2.00 3 1 1.00 2 26.00 3 2 2.00 3 1.00 1 1 
2 4 30.00 2 2 7485.00 5 1 4.00 2 1 1.00 1 53.00 1 2 1.00 4 1.00 2 1 
1 1 21.00 5 1 571.00 1 5 4.00 3 1 4.00 1 65.00 3 2 2.00 3 1.00 1 1 
2 4 36.00 4 9 9572.00 1 2 1.00 1 1 1.00 3 28.00 3 2 2.00 3 1.00 1 1 
1 4 24.00 5 3 3777.00 4 3 4.00 3 1 4.00 1 50.00 3 2 1.00 3 1.00 2 1 
2 1 12.00 3 4 674.00 2 4 4.00 4 1 1.00 2 20.00 3 2 1.00 3 1.00 1 1 
1 2 18.00 1 3 3244.00 1 3 1.00 2 1 4.00 3 33.00 1 2 2.00 3 1.00 2 1 
1 2 24.00 3 2 2760.00 5 5 4.00 3 1 4.00 4 36.00 1 3 1.00 3 1.00 2 1 
2 2 18.00 4 3 4297.00 1 5 4.00 1 1 3.00 4 40.00 3 2 1.00 4 1.00 2 1 
1 4 12.00 5 1 1495.00 1 5 4.00 3 1 1.00 1 38.00 3 2 2.00 2 2.00 1 1 
1 4 12.00 5 3 1935.00 1 5 4.00 3 1 4.00 1 43.00 3 2 3.00 3 1.00 2 1 
1 1 24.00 3 9 6568.00 1 3 2.00 4 1 2.00 3 21.00 2 2 1.00 2 1.00 1 1 
1 4 36.00 3 4 3835.00 5 5 2.00 2 1 4.00 1 45.00 3 2 1.00 2 1.00 2 1 
1 3 36.00 3 4 3913.00 1 3 2.00 3 1 2.00 1 23.00 3 2 1.00 3 1.00 2 1 
1 4 12.00 3 4 707.00 1 3 4.00 3 1 2.00 1 30.00 1 2 2.00 3 1.00 1 1 
1 4 24.00 4 9 2978.00 5 3 4.00 3 1 4.00 1 32.00 3 2 2.00 3 2.00 2 1 
2 3 36.00 3 4 4210.00 1 3 4.00 3 1 2.00 3 26.00 3 2 1.00 3 1.00 1 1 
1 2 18.00 3 4 866.00 1 3 4.00 4 3 2.00 1 25.00 3 2 1.00 2 1.00 1 1 
2 1 24.00 3 4 1823.00 1 1 4.00 3 1 2.00 3 30.00 2 2 1.00 4 2.00 1 1 
2 1 24.00 3 1 915.00 5 5 4.00 2 1 2.00 3 29.00 1 2 1.00 3 1.00 1 1 
1 4 6.00 3 4 1595.00 1 4 3.00 3 1 2.00 2 51.00 3 2 1.00 3 2.00 1 1 
2 1 48.00 1 2 4605.00 1 5 3.00 3 1 4.00 4 24.00 3 3 2.00 3 2.00 1 1 
1 4 12.00 2 8 3447.00 3 3 4.00 2 1 3.00 1 35.00 3 2 1.00 2 2.00 1 1 
2 2 30.00 3 1 2150.00 1 3 4.00 2 3 2.00 4 24.00 1 2 1.00 3 1.00 1 1 
1 1 18.00 5 1 5302.00 1 5 2.00 3 1 4.00 4 36.00 3 3 3.00 4 1.00 2 1 
1 4 12.00 5 7 2748.00 1 5 2.00 2 1 4.00 4 57.00 1 3 3.00 2 1.00 1 1 
2 2 15.00 3 4 802.00 1 5 4.00 3 1 3.00 3 37.00 3 2 1.00 3 2.00 1 1 
1 4 24.00 3 4 999.00 5 5 4.00 3 1 2.00 3 25.00 3 2 2.00 3 1.00 1 1 
1 4 18.00 5 4 2404.00 1 3 2.00 2 1 2.00 3 26.00 3 2 2.00 3 1.00 1 1 
1 2 24.00 5 1 3878.00 2 2 4.00 1 1 2.00 3 37.00 3 2 1.00 3 1.00 2 1 
1 1 47.00 3 1 10722.00 1 2 1.00 2 1 1.00 1 35.00 3 2 1.00 2 1.00 2 1 
1 1 48.00 3 2 4788.00 1 4 4.00 3 1 3.00 2 26.00 3 2 1.00 3 2.00 1 1 
1 2 48.00 4 10 7582.00 2 1 2.00 3 1 4.00 4 31.00 3 3 1.00 4 1.00 2 1 
2 1 24.00 4 4 1024.00 1 2 4.00 4 1 4.00 1 48.00 2 2 1.00 3 1.00 1 1 
1 4 48.00 5 9 7629.00 5 5 4.00 1 1 2.00 3 46.00 1 2 2.00 4 2.00 1 1 
2 2 48.00 3 3 9960.00 1 2 1.00 2 1 2.00 3 26.00 3 2 1.00 3 1.00 2 1 
1 4 12.00 3 2 4675.00 5 2 1.00 2 1 4.00 3 20.00 3 1 1.00 3 1.00 1 1 
1 4 30.00 3 2 4811.00 5 4 2.00 2 1 4.00 2 24.00 2 1 1.00 2 1.00 1 1 
2 1 12.00 3 4 727.00 2 2 4.00 4 1 3.00 4 33.00 3 2 1.00 2 1.00 2 1 
1 3 24.00 3 3 3749.00 1 2 2.00 2 1 4.00 3 26.00 3 2 1.00 3 1.00 1 1 
1 3 4.00 3 1 1494.00 5 2 1.00 3 1 2.00 1 29.00 3 2 1.00 2 2.00 1 2 
1 2 24.00 3 3 4351.00 5 3 1.00 2 1 4.00 2 48.00 3 2 1.00 2 1.00 2 1 
2 2 30.00 5 1 4249.00 1 1 4.00 4 1 2.00 3 28.00 3 2 2.00 4 1.00 1 1 
1 1 24.00 3 2 2910.00 1 4 2.00 3 1 1.00 4 34.00 3 3 1.00 4 1.00 2 1 
1 2 6.00 3 4 1068.00 1 5 4.00 3 1 4.00 3 28.00 3 2 1.00 3 2.00 1 1 
2 4 18.00 5 7 1864.00 2 3 4.00 2 1 2.00 1 30.00 3 2 2.00 3 1.00 1 1 
2 2 60.00 3 1 7408.00 2 2 4.00 2 1 2.00 2 24.00 3 2 1.00 4 1.00 1 1 
1 2 13.00 3 4 2101.00 1 2 2.00 2 3 4.00 2 23.00 3 2 1.00 2 1.00 1 1 
1 2 10.00 3 3 1521.00 1 3 4.00 1 1 2.00 3 31.00 3 2 1.00 2 1.00 1 1 
1 1 21.00 3 3 3599.00 1 4 1.00 2 1 4.00 3 26.00 3 1 1.00 2 1.00 1 1 
1 2 18.00 3 9 4439.00 1 5 1.00 3 2 1.00 1 33.00 1 2 1.00 4 1.00 2 1 
1 2 13.00 5 4 882.00 1 2 4.00 3 3 4.00 1 23.00 3 2 2.00 3 1.00 1 1 
1 4 6.00 4 9 1743.00 2 3 1.00 3 1 2.00 1 34.00 3 2 2.00 2 1.00 1 1 
2 2 9.00 5 7 1136.00 4 5 4.00 3 1 3.00 4 32.00 3 3 2.00 3 2.00 1 1 
1 4 9.00 3 5 1236.00 1 2 1.00 2 1 4.00 1 23.00 3 1 1.00 3 1.00 2 1 
1 4 18.00 5 2 3229.00 5 1 2.00 3 1 4.00 4 38.00 3 2 1.00 4 1.00 2 1 
1 4 10.00 3 7 727.00 3 5 4.00 3 1 4.00 4 46.00 3 3 1.00 3 1.00 2 1 
1 3 12.00 4 1 2247.00 1 3 2.00 2 1 2.00 3 36.00 2 2 2.00 3 1.00 2 1 
1 4 6.00 3 3 1766.00 1 3 1.00 4 1 2.00 2 21.00 3 1 1.00 3 1.00 1 1 
2 1 18.00 3 3 2473.00 1 1 4.00 3 1 1.00 3 25.00 3 2 1.00 1 1.00 1 1 
1 4 36.00 3 1 3079.00 5 3 4.00 3 1 4.00 1 36.00 3 2 1.00 3 1.00 1 1 
1 4 10.00 5 3 2146.00 1 2 1.00 2 1 3.00 1 23.00 3 1 2.00 3 1.00 1 1 
1 4 60.00 5 1 13756.00 5 5 2.00 3 1 4.00 4 63.00 1 3 1.00 4 1.00 2 1 
2 2 60.00 2 10 14782.00 2 5 3.00 2 1 4.00 4 60.00 1 3 2.00 4 1.00 2 1 
1 4 18.00 4 4 2320.00 1 1 2.00 4 1 3.00 1 34.00 3 2 2.00 3 1.00 1 1 
2 2 36.00 3 1 14318.00 1 5 4.00 3 1 2.00 4 57.00 3 3 1.00 4 1.00 2 1 
1 1 20.00 3 3 2212.00 5 4 4.00 3 1 4.00 3 39.00 3 2 1.00 3 1.00 2 1 
1 4 22.00 3 1 1283.00 5 4 4.00 2 1 4.00 2 25.00 3 1 1.00 3 1.00 1 1 
1 4 30.00 4 9 4272.00 2 3 2.00 3 1 2.00 2 26.00 3 2 2.00 2 1.00 1 1 
1 4 18.00 3 4 1126.00 5 2 4.00 2 1 2.00 1 21.00 3 1 1.00 3 1.00 2 1 
1 2 15.00 5 9 2326.00 3 3 2.00 3 1 4.00 3 27.00 1 2 1.00 3 1.00 1 1 
2 4 24.00 4 9 8648.00 1 2 2.00 3 1 2.00 3 27.00 1 2 2.00 3 1.00 2 1 
1 2 18.00 4 1 2899.00 5 5 4.00 3 1 4.00 3 43.00 3 2 1.00 3 2.00 1 1 
1 4 24.00 3 4 3235.00 3 5 3.00 1 1 2.00 3 26.00 3 2 1.00 4 1.00 2 1 
1 2 24.00 3 4 1967.00 1 5 4.00 2 1 4.00 3 20.00 3 2 1.00 3 1.00 2 1 
1 4 33.00 5 2 7253.00 1 4 3.00 3 1 2.00 3 35.00 3 2 2.00 4 1.00 2 1 
1 4 10.00 3 1 1597.00 3 3 3.00 3 1 2.00 4 40.00 3 1 1.00 2 2.00 1 2 
1 1 18.00 4 7 8471.00 5 3 1.00 2 1 2.00 3 23.00 3 1 2.00 3 1.00 2 1 
2 2 18.00 3 1 1042.00 5 3 4.00 2 1 2.00 2 33.00 3 2 1.00 3 1.00 1 1 
1 4 21.00 4 3 1591.00 2 4 4.00 3 1 3.00 1 34.00 3 2 2.00 4 1.00 1 1 
2 2 12.00 3 3 2762.00 5 5 1.00 2 1 2.00 2 25.00 1 2 1.00 3 1.00 2 1 
1 4 18.00 5 4 1149.00 4 3 4.00 3 1 3.00 1 46.00 3 2 2.00 3 1.00 1 1 
1 4 5.00 3 9 3448.00 1 4 1.00 3 1 4.00 1 74.00 3 2 1.00 2 1.00 1 1 
1 1 6.00 5 3 1872.00 1 1 4.00 3 1 4.00 4 36.00 3 3 3.00 4 1.00 2 1 
1 4 24.00 5 6 2058.00 1 3 4.00 1 1 2.00 1 33.00 3 2 2.00 3 1.00 2 1 
1 1 9.00 3 3 2136.00 1 3 3.00 3 1 2.00 1 25.00 3 2 1.00 3 1.00 1 1 
1 1 12.00 3 3 1620.00 1 3 2.00 2 2 3.00 2 30.00 3 2 1.00 3 1.00 1 1 
2 4 12.00 3 7 719.00 1 5 4.00 3 1 4.00 3 41.00 1 2 1.00 2 2.00 1 1 
1 4 24.00 3 2 2670.00 1 5 4.00 3 1 4.00 3 35.00 3 2 1.00 4 1.00 2 1 
2 1 24.00 3 1 4817.00 1 4 2.00 3 2 3.00 2 31.00 3 2 1.00 3 1.00 2 1 
1 1 36.00 3 3 3620.00 1 3 1.00 3 3 2.00 2 37.00 3 2 1.00 3 2.00 1 1 
1 4 33.00 4 9 2764.00 1 3 2.00 2 1 2.00 3 26.00 3 2 2.00 3 1.00 2 1 
2 2 24.00 3 4 3092.00 2 2 3.00 4 1 2.00 3 22.00 3 1 1.00 3 1.00 2 1 
2 2 18.00 5 4 1245.00 1 3 4.00 4 1 2.00 3 33.00 3 2 1.00 3 1.00 1 1 
1 3 24.00 3 4 5152.00 1 4 4.00 3 1 2.00 3 25.00 1 2 1.00 3 1.00 1 1 
1 2 12.00 3 9 1037.00 2 4 3.00 3 1 4.00 1 39.00 3 2 1.00 2 1.00 1 1 
1 4 10.00 3 1 1418.00 2 3 3.00 3 1 2.00 1 35.00 3 1 1.00 2 1.00 1 2 
1 4 6.00 5 4 1237.00 2 3 1.00 2 1 1.00 2 27.00 3 2 2.00 3 1.00 1 1 
1 2 6.00 3 4 368.00 5 5 4.00 3 1 4.00 2 38.00 3 2 1.00 3 1.00 1 1 
1 4 24.00 3 4 1413.00 1 3 4.00 4 1 2.00 2 28.00 3 2 1.00 3 1.00 1 1 
2 1 12.00 3 1 759.00 1 4 4.00 3 1 2.00 1 26.00 3 2 1.00 3 1.00 1 1 
1 3 15.00 3 9 2687.00 1 4 2.00 3 1 4.00 2 26.00 3 1 1.00 3 1.00 2 1 
1 4 24.00 3 1 2255.00 5 2 4.00 3 1 1.00 2 54.00 3 2 1.00 3 1.00 1 1 
1 1 6.00 3 1 662.00 1 2 3.00 3 1 4.00 1 41.00 3 2 1.00 2 2.00 2 1 
1 2 36.00 3 7 2273.00 1 4 3.00 3 1 1.00 3 32.00 3 2 2.00 3 2.00 1 1 
1 2 18.00 5 3 3612.00 1 5 3.00 2 1 4.00 2 37.00 3 2 1.00 3 1.00 2 1 
1 3 18.00 3 3 3049.00 1 2 1.00 2 1 1.00 2 45.00 2 2 1.00 2 1.00 1 1 
1 4 12.00 5 1 1255.00 1 5 4.00 3 1 4.00 1 61.00 3 2 2.00 2 1.00 1 1 
2 1 24.00 4 1 1333.00 1 1 4.00 3 1 2.00 1 43.00 3 3 2.00 3 2.00 1 1 
1 4 12.00 5 6 996.00 5 4 4.00 2 1 4.00 1 23.00 3 2 2.00 3 1.00 1 1 
2 1 48.00 3 4 6999.00 1 4 1.00 4 3 1.00 1 34.00 3 2 2.00 3 1.00 2 1 
1 2 9.00 3 7 1199.00 1 4 4.00 2 1 4.00 2 67.00 3 2 2.00 4 1.00 2 1 
2 2 12.00 3 4 1331.00 1 2 2.00 3 1 1.00 3 22.00 2 2 1.00 3 1.00 1 1 
2 2 18.00 5 3 1928.00 1 2 2.00 3 1 2.00 1 31.00 3 2 2.00 2 1.00 1 1 
1 1 24.00 3 2 2964.00 5 5 4.00 3 1 4.00 4 49.00 1 3 1.00 3 2.00 2 1 
1 3 6.00 4 4 683.00 1 2 2.00 2 1 1.00 2 29.00 1 2 1.00 3 1.00 1 1 
2 1 48.00 3 4 6758.00 1 3 3.00 2 1 2.00 3 31.00 3 2 1.00 3 1.00 2 1 
2 1 24.00 3 3 3234.00 1 2 4.00 2 1 4.00 1 23.00 3 1 1.00 2 1.00 2 1 
1 2 9.00 3 4 1082.00 1 5 4.00 3 1 4.00 3 27.00 3 2 2.00 2 1.00 1 1 
1 2 12.00 3 4 2930.00 1 4 2.00 2 1 1.00 1 27.00 3 2 1.00 3 1.00 1 1 
2 2 36.00 3 6 2384.00 1 2 4.00 3 1 1.00 4 33.00 3 1 1.00 2 1.00 1 1 
1 1 9.00 5 1 2799.00 1 3 2.00 3 1 2.00 1 36.00 3 1 2.00 3 2.00 1 1 
2 1 12.00 5 3 2246.00 1 5 3.00 3 1 3.00 2 60.00 3 2 2.00 3 1.00 1 1 
1 2 24.00 4 1 1965.00 5 3 4.00 2 1 4.00 3 42.00 3 1 2.00 3 1.00 2 1 
2 2 24.00 3 1 2718.00 1 3 3.00 2 1 4.00 2 20.00 3 1 1.00 2 1.00 2 1 
2 1 24.00 3 1 1442.00 1 4 4.00 2 1 4.00 3 23.00 3 1 2.00 3 1.00 1 1 
1 2 7.00 3 4 2329.00 1 2 1.00 2 3 1.00 1 45.00 3 2 1.00 3 1.00 1 1 
1 4 24.00 5 9 4526.00 1 3 3.00 3 1 2.00 1 74.00 3 2 1.00 4 1.00 2 1 
2 4 18.00 4 3 1808.00 1 4 4.00 2 1 1.00 1 22.00 3 2 1.00 3 1.00 1 1 
2 4 48.00 3 9 3914.00 5 3 4.00 1 1 2.00 1 38.00 1 2 1.00 3 1.00 1 1 
2 2 24.00 3 1 1355.00 1 2 3.00 2 1 4.00 3 25.00 3 2 1.00 2 1.00 2 1 
1 4 12.00 3 7 1393.00 1 5 4.00 3 1 4.00 2 47.00 1 2 3.00 3 2.00 2 1 
1 4 60.00 4 4 15653.00 1 4 2.00 3 1 4.00 3 21.00 3 2 2.00 3 1.00 2 1 
1 4 12.00 3 4 1493.00 1 2 4.00 2 1 3.00 3 34.00 3 2 1.00 3 2.00 1 1 
1 2 15.00 3 6 1308.00 1 5 4.00 3 1 4.00 3 38.00 3 2 2.00 2 1.00 1 1 
2 3 24.00 3 1 947.00 1 4 4.00 3 1 3.00 4 38.00 1 3 1.00 3 2.00 1 1 
2 1 12.00 3 7 684.00 1 3 4.00 3 1 4.00 3 40.00 3 1 1.00 2 2.00 1 1 
1 4 48.00 3 4 10222.00 5 4 4.00 3 1 3.00 3 37.00 2 2 1.00 3 1.00 2 1 
1 2 30.00 1 9 4221.00 1 3 2.00 2 1 1.00 3 28.00 3 2 2.00 3 1.00 1 1 
2 1 12.00 5 1 4843.00 1 5 3.00 3 2 4.00 2 43.00 3 1 2.00 3 1.00 2 1 
1 4 18.00 3 4 1453.00 1 2 3.00 2 1 1.00 1 26.00 3 2 1.00 3 1.00 1 1 
1 4 6.00 3 7 1538.00 1 2 1.00 2 1 2.00 4 56.00 3 2 1.00 3 1.00 1 1 
1 4 60.00 3 1 6527.00 5 3 4.00 3 1 4.00 4 34.00 3 3 1.00 3 2.00 2 1 
1 3 10.00 5 4 1347.00 5 4 4.00 3 1 2.00 2 27.00 3 2 2.00 3 1.00 2 1 
1 2 36.00 4 1 2862.00 2 5 4.00 3 1 3.00 4 30.00 3 3 1.00 3 1.00 1 1 
1 1 15.00 5 3 975.00 1 3 2.00 1 1 3.00 2 25.00 3 2 2.00 3 1.00 1 1 
1 2 15.00 3 6 2631.00 2 3 3.00 2 1 2.00 1 25.00 3 2 1.00 2 1.00 1 1 
1 2 12.00 3 4 1103.00 1 4 4.00 3 3 3.00 1 29.00 3 2 2.00 3 1.00 1 2 
1 2 30.00 4 9 2503.00 2 5 4.00 3 1 2.00 2 41.00 2 2 2.00 3 1.00 1 1 
1 2 9.00 3 4 2118.00 1 3 2.00 3 1 2.00 1 37.00 3 2 1.00 2 2.00 1 1 
2 1 6.00 2 7 1198.00 1 5 4.00 2 1 4.00 4 35.00 3 3 1.00 3 1.00 1 1 
1 1 9.00 5 4 1138.00 1 3 4.00 3 1 4.00 1 25.00 3 2 2.00 2 1.00 1 1 
2 2 60.00 3 1 14027.00 1 4 4.00 3 1 2.00 4 27.00 3 2 1.00 4 1.00 2 1 
1 3 24.00 5 4 3148.00 5 3 3.00 3 1 2.00 3 31.00 3 2 2.00 3 1.00 2 1 
1 2 20.00 1 2 6148.00 2 5 3.00 4 1 4.00 3 31.00 1 2 2.00 3 1.00 2 1 
2 2 6.00 2 7 433.00 4 2 4.00 2 1 2.00 2 24.00 1 1 1.00 3 2.00 1 1 
2 4 27.00 3 1 2570.00 1 3 3.00 2 1 3.00 1 21.00 3 1 1.00 3 1.00 1 1 
1 4 6.00 5 1 250.00 4 3 2.00 2 1 2.00 1 41.00 1 2 2.00 2 1.00 1 1 
1 4 15.00 5 4 1316.00 3 3 2.00 4 1 2.00 2 47.00 3 2 2.00 2 1.00 1 1 
2 1 18.00 3 4 1882.00 1 3 4.00 2 1 4.00 3 25.00 1 1 2.00 3 1.00 1 1 
2 2 48.00 2 9 6416.00 1 5 4.00 2 1 3.00 4 59.00 3 1 1.00 3 1.00 1 1 
1 3 24.00 5 9 1275.00 4 3 2.00 1 1 4.00 1 36.00 3 2 2.00 3 1.00 2 1 
1 2 24.00 4 4 6403.00 1 2 1.00 3 1 2.00 3 33.00 3 2 1.00 3 1.00 1 1 
1 4 24.00 3 2 2603.00 4 3 2.00 2 1 4.00 3 28.00 3 1 1.00 3 1.00 2 1 
1 2 36.00 2 5 3990.00 5 2 3.00 2 1 2.00 4 29.00 1 2 1.00 1 1.00 1 1 
2 2 24.00 3 2 11560.00 1 3 1.00 2 1 4.00 3 23.00 3 1 2.00 4 1.00 1 1 
1 1 18.00 3 1 4380.00 2 3 3.00 3 1 4.00 3 35.00 3 2 1.00 2 2.00 2 1 
2 2 30.00 1 9 4280.00 2 3 4.00 2 1 4.00 3 26.00 3 1 2.00 2 1.00 1 1 
1 4 21.00 3 4 3160.00 5 5 4.00 3 1 3.00 2 41.00 3 2 1.00 3 1.00 2 1 
1 1 13.00 5 9 1797.00 1 2 3.00 3 1 1.00 2 28.00 1 2 2.00 2 1.00 1 1 
1 1 15.00 3 1 2511.00 1 1 1.00 2 1 4.00 3 23.00 3 1 1.00 3 1.00 1 1 
1 4 21.00 3 2 5248.00 5 3 1.00 3 1 3.00 3 26.00 3 2 1.00 3 1.00 1 1 
1 4 15.00 3 2 3029.00 1 4 2.00 3 1 2.00 3 33.00 3 2 1.00 3 1.00 1 1 
2 1 18.00 3 1 976.00 1 2 1.00 2 1 2.00 3 23.00 3 2 1.00 2 1.00 1 1 
1 4 30.00 5 4 5771.00 1 4 4.00 2 1 2.00 3 25.00 3 2 2.00 3 1.00 1 1 
2 1 24.00 3 1 1285.00 5 4 4.00 2 1 4.00 4 32.00 3 1 1.00 3 1.00 1 1 
1 4 24.00 3 1 1393.00 1 3 2.00 3 3 2.00 1 31.00 3 2 1.00 3 1.00 2 1 
1 4 24.00 5 1 2463.00 2 4 4.00 4 1 3.00 2 27.00 3 2 2.00 3 1.00 2 1 
1 3 12.00 5 1 1480.00 3 1 2.00 3 1 4.00 4 66.00 1 3 3.00 1 1.00 1 1 
1 4 36.00 5 1 3535.00 1 4 4.00 3 1 4.00 3 37.00 3 2 2.00 3 1.00 2 1 
2 2 12.00 3 1 836.00 2 2 4.00 2 1 2.00 2 23.00 1 2 1.00 2 1.00 1 1 
1 2 20.00 3 2 6468.00 5 1 1.00 1 1 4.00 1 60.00 3 2 1.00 4 1.00 2 1 
1 2 18.00 3 9 1941.00 4 3 4.00 3 1 2.00 2 35.00 3 2 1.00 2 1.00 2 1 
1 4 22.00 3 4 2675.00 3 5 3.00 3 1 4.00 3 40.00 3 2 1.00 3 1.00 1 1 
1 4 48.00 5 2 2751.00 5 5 4.00 3 1 3.00 3 38.00 3 2 2.00 3 2.00 2 1 
1 4 24.00 3 2 6313.00 5 5 3.00 3 1 4.00 3 41.00 3 2 1.00 4 2.00 2 1 
1 4 6.00 5 3 1221.00 5 3 1.00 4 1 2.00 2 27.00 3 2 2.00 3 1.00 1 1 
1 3 24.00 3 3 2892.00 1 5 3.00 1 1 4.00 4 51.00 3 3 1.00 3 1.00 1 1 
1 4 24.00 3 3 3062.00 3 5 4.00 3 1 3.00 4 32.00 3 1 1.00 3 1.00 2 1 
2 1 18.00 3 2 7511.00 5 5 1.00 3 1 4.00 2 51.00 3 3 1.00 3 2.00 2 1 
1 4 12.00 5 3 1258.00 1 2 2.00 2 1 4.00 2 22.00 3 1 2.00 2 1.00 1 1 
1 4 24.00 4 1 717.00 5 5 4.00 4 1 4.00 3 54.00 3 2 2.00 3 1.00 2 1 
1 4 24.00 5 7 1597.00 1 5 4.00 3 1 4.00 4 54.00 3 3 2.00 3 2.00 1 1 
1 2 18.00 5 4 1795.00 1 5 3.00 2 3 4.00 1 48.00 1 1 2.00 2 1.00 2 1 
1 4 12.00 5 4 976.00 5 5 4.00 3 1 4.00 3 35.00 3 2 2.00 3 1.00 1 1 
1 2 6.00 3 4 590.00 1 2 3.00 4 1 3.00 1 26.00 3 2 1.00 2 1.00 1 2 
1 4 12.00 5 4 930.00 5 5 4.00 3 1 4.00 1 65.00 3 2 4.00 3 1.00 1 1 
1 4 6.00 3 5 1338.00 3 3 1.00 1 1 4.00 1 62.00 3 2 1.00 3 1.00 1 1 
1 1 36.00 3 10 15857.00 1 1 2.00 1 2 3.00 3 43.00 3 2 1.00 4 1.00 1 1 
2 1 18.00 3 4 1345.00 1 3 4.00 4 1 3.00 1 26.00 1 2 1.00 3 1.00 1 1 
1 3 12.00 3 4 3016.00 1 3 3.00 4 1 1.00 3 24.00 3 2 1.00 3 1.00 1 1 
2 1 36.00 3 3 2712.00 1 5 2.00 3 1 2.00 2 41.00 1 2 1.00 3 2.00 1 1 
1 4 18.00 5 3 3780.00 1 2 3.00 1 1 2.00 3 35.00 3 2 2.00 4 1.00 2 1 
2 1 18.00 5 1 3966.00 1 5 1.00 2 1 4.00 1 33.00 1 1 3.00 3 1.00 2 1 
1 4 12.00 3 4 886.00 5 3 4.00 2 1 2.00 3 21.00 3 2 1.00 3 1.00 1 1 
2 1 36.00 3 3 5179.00 1 4 4.00 3 1 2.00 2 29.00 3 2 1.00 3 1.00 1 1 
1 4 21.00 4 2 2993.00 1 3 3.00 3 1 2.00 1 28.00 2 2 2.00 2 1.00 1 1 
2 4 18.00 3 6 1943.00 1 2 4.00 2 1 4.00 1 23.00 3 2 1.00 3 1.00 1 1 
1 4 24.00 2 9 1559.00 1 4 4.00 3 1 4.00 3 50.00 1 2 1.00 3 1.00 2 1 
1 4 18.00 3 3 3422.00 1 5 4.00 3 1 4.00 2 47.00 1 2 3.00 3 2.00 2 1 
2 4 18.00 3 1 6761.00 5 3 2.00 3 1 4.00 3 68.00 3 1 2.00 3 1.00 1 1 
1 4 24.00 3 1 1249.00 1 2 4.00 4 1 2.00 1 28.00 3 2 1.00 3 1.00 1 1 
1 4 15.00 5 4 1471.00 1 3 4.00 3 1 4.00 4 35.00 3 3 2.00 3 1.00 2 1 
2 1 18.00 2 1 1442.00 1 4 4.00 3 1 4.00 4 32.00 3 3 2.00 2 2.00 1 1 
1 4 24.00 3 1 1474.00 2 2 4.00 4 1 3.00 1 33.00 3 2 1.00 3 1.00 2 1 
